,Date,Module,Hand,Time,Stroke,Key,Speed
244,2020-12-02,deck-the-halls_solo,right,1606951120.1627011,128,74,64
245,2020-12-02,deck-the-halls_solo,right,1606951120.6587012,144,71,43
246,2020-12-02,deck-the-halls_solo,right,1606951120.6647012,128,73,64
247,2020-12-02,deck-the-halls_solo,right,1606951121.2577012,128,71,64
248,2020-12-02,deck-the-halls_solo,right,1606951121.2897012,144,69,22
249,2020-12-02,deck-the-halls_solo,right,1606951121.4917011,128,69,64
250,2020-12-02,deck-the-halls_solo,right,1606951121.693701,144,69,26
251,2020-12-02,deck-the-halls_solo,right,1606951122.603701,128,69,64
252,2020-12-02,deck-the-halls_solo,right,1606951122.932701,144,69,61
253,2020-12-02,deck-the-halls_solo,right,1606951123.8437011,128,69,64
254,2020-12-02,deck-the-halls_solo,right,1606951124.2277012,144,67,43
255,2020-12-02,deck-the-halls_solo,right,1606951124.5007012,144,66,32
256,2020-12-02,deck-the-halls_solo,right,1606951124.715701,128,67,64
257,2020-12-02,deck-the-halls_solo,right,1606951125.2077012,144,64,43
258,2020-12-02,deck-the-halls_solo,right,1606951125.238701,128,66,64
259,2020-12-02,deck-the-halls_solo,right,1606951125.818701,128,64,64
260,2020-12-02,deck-the-halls_solo,right,1606951125.834701,144,62,41
261,2020-12-02,deck-the-halls_solo,right,1606951127.285701,144,64,47
262,2020-12-02,deck-the-halls_solo,right,1606951127.285701,128,62,64
263,2020-12-02,deck-the-halls_solo,right,1606951127.772701,128,64,64
264,2020-12-02,deck-the-halls_solo,right,1606951127.791701,144,66,51
265,2020-12-02,deck-the-halls_solo,right,1606951128.3667011,144,62,46
266,2020-12-02,deck-the-halls_solo,right,1606951128.3917012,128,66,64
267,2020-12-02,deck-the-halls_solo,right,1606951129.9797013,128,62,64
268,2020-12-02,deck-the-halls_solo,right,1606951130.4187012,144,71,40
269,2020-12-02,deck-the-halls_solo,right,1606951130.5867012,128,71,64
270,2020-12-02,deck-the-halls_solo,right,1606951130.6647012,144,71,58
271,2020-12-02,deck-the-halls_solo,right,1606951130.8107011,128,71,64
272,2020-12-02,deck-the-halls_solo,right,1606951130.919701,144,71,50
273,2020-12-02,deck-the-halls_solo,right,1606951131.081701,128,71,64
274,2020-12-02,deck-the-halls_solo,right,1606951131.181701,144,71,58
275,2020-12-02,deck-the-halls_solo,right,1606951131.412701,128,71,64
276,2020-12-02,deck-the-halls_solo,right,1606951131.5017009,144,69,55
277,2020-12-02,deck-the-halls_solo,right,1606951132.2957008,144,67,53
278,2020-12-02,deck-the-halls_solo,right,1606951132.310701,128,69,64
279,2020-12-02,deck-the-halls_solo,right,1606951132.599701,144,66,53
280,2020-12-02,deck-the-halls_solo,right,1606951132.6697009,128,67,64
281,2020-12-02,deck-the-halls_solo,right,1606951133.1247008,128,66,64
282,2020-12-02,deck-the-halls_solo,right,1606951133.1407008,144,64,52
283,2020-12-02,deck-the-halls_solo,right,1606951133.6817007,144,62,47
284,2020-12-02,deck-the-halls_solo,right,1606951133.6847007,128,64,64
